,0,1
555,work begin 2009-07-07 15:51:38.036977 r1,work begin 2009-07-07 16:47:09.099505 r1
556,work begin 2009-07-07 16:47:09.099505 r1,work begin 2009-07-07 19:15:03.057467 r1
557,work begin 2009-07-07 19:15:03.057467 r1,work begin 2009-07-07 20:05:52.085223 r1
558,work begin 2009-07-07 20:05:52.085223 r1,work begin 2009-07-07 22:03:55.090809 r1
559,work begin 2009-07-07 22:03:55.090809 r1,sleep begin 2009-07-07 23:37:02.078223 r1
560,sleep begin 2009-07-07 23:37:02.078223 r1,wakeup begin 2009-07-08 06:31:56.049265 r1
561,wakeup begin 2009-07-08 06:31:56.049265 r1,shower begin 2009-07-08 06:40:19.009006 r1
562,shower begin 2009-07-08 06:40:19.009006 r1,work begin 2009-07-08 07:04:13.087401 r1
563,work begin 2009-07-08 07:04:13.087401 r1,work begin 2009-07-08 07:33:25.048299 r1
564,work begin 2009-07-08 07:33:25.048299 r1,work begin 2009-07-08 08:48:31.080098 r1
565,work begin 2009-07-08 08:48:31.080098 r1,work begin 2009-07-08 22:56:38.054564 r1
566,work begin 2009-07-08 22:56:38.054564 r1,work begin 2009-07-09 00:24:11.074134 r1
567,work begin 2009-07-09 00:24:11.074134 r1,work begin 2009-07-09 00:34:04.009413 r1
568,work begin 2009-07-09 00:34:04.009413 r1,sleep begin 2009-07-09 00:40:45.000789 r1
569,sleep begin 2009-07-09 00:40:45.000789 r1,wakeup begin 2009-07-09 06:25:59.083119 r1
570,wakeup begin 2009-07-09 06:25:59.083119 r1,shower begin 2009-07-09 06:52:05.050444 r1
571,shower begin 2009-07-09 06:52:05.050444 r1,work begin 2009-07-09 07:39:32.029272 r1
572,work begin 2009-07-09 07:39:32.029272 r1,work begin 2009-07-09 12:48:47.017043 r1
573,work begin 2009-07-09 12:48:47.017043 r1,work begin 2009-07-09 13:59:42.094216 r1
574,work begin 2009-07-09 13:59:42.094216 r1,work begin 2009-07-09 14:48:15.049825 r1
575,work begin 2009-07-09 14:48:15.049825 r1,work begin 2009-07-09 15:38:13.058978 r1
576,work begin 2009-07-09 15:38:13.058978 r1,work begin 2009-07-09 15:57:02.077316 r1
577,work begin 2009-07-09 15:57:02.077316 r1,work begin 2009-07-09 17:21:06.000453 r1
578,work begin 2009-07-09 17:21:06.000453 r1,work begin 2009-07-09 17:43:36.003564 r1
579,work begin 2009-07-09 17:43:36.003564 r1,work begin 2009-07-09 18:31:11.081984 r1
580,work begin 2009-07-09 18:31:11.081984 r1,work begin 2009-07-09 19:13:36.086818 r1
581,work begin 2009-07-09 19:13:36.086818 r1,work begin 2009-07-09 20:49:45.016274 r1
582,work begin 2009-07-09 20:49:45.016274 r1,work begin 2009-07-09 23:14:09.024835 r1
583,work begin 2009-07-09 23:14:09.024835 r1,work begin 2009-07-10 00:14:18.016105 r1
584,work begin 2009-07-10 00:14:18.016105 r1,sleep begin 2009-07-10 00:47:39.098226 r1
585,sleep begin 2009-07-10 00:47:39.098226 r1,wakeup begin 2009-07-10 09:48:58.054675 r1
586,wakeup begin 2009-07-10 09:48:58.054675 r1,shower begin 2009-07-10 09:51:04.052064 r1
587,shower begin 2009-07-10 09:51:04.052064 r1,work begin 2009-07-10 10:40:29.087345 r1
588,work begin 2009-07-10 10:40:29.087345 r1,work begin 2009-07-10 10:49:17.086524 r1
589,work begin 2009-07-10 10:49:17.086524 r1,work begin 2009-07-10 11:30:18.042735 r1
590,work begin 2009-07-10 11:30:18.042735 r1,work begin 2009-07-10 12:22:59.018681 r1
591,work begin 2009-07-10 12:22:59.018681 r1,work begin 2009-07-10 14:11:54.096466 r1
592,work begin 2009-07-10 14:11:54.096466 r1,work begin 2009-07-10 15:48:21.065505 r1
593,work begin 2009-07-10 15:48:21.065505 r1,work begin 2009-07-10 17:10:18.066268 r1
594,work begin 2009-07-10 17:10:18.066268 r1,work begin 2009-07-12 18:27:09.045877 r1
595,work begin 2009-07-12 18:27:09.045877 r1,work begin 2009-07-12 18:48:45.091719 r1
596,work begin 2009-07-12 18:48:45.091719 r1,work begin 2009-07-12 19:34:32.089198 r1
597,work begin 2009-07-12 19:34:32.089198 r1,sleep begin 2009-07-12 23:42:34.086302 r1
598,sleep begin 2009-07-12 23:42:34.086302 r1,wakeup begin 2009-07-13 06:45:11.001371 r1
599,wakeup begin 2009-07-13 06:45:11.001371 r1,shower begin 2009-07-13 06:47:35.088388 r1
600,shower begin 2009-07-13 06:47:35.088388 r1,work begin 2009-07-13 07:27:48.029275 r1
601,work begin 2009-07-13 07:27:48.029275 r1,work begin 2009-07-13 12:24:00.099868 r1
602,work begin 2009-07-13 12:24:00.099868 r1,work begin 2009-07-13 12:42:26.098036 r1
603,work begin 2009-07-13 12:42:26.098036 r1,work begin 2009-07-13 13:49:06.000594 r1
604,work begin 2009-07-13 13:49:06.000594 r1,work begin 2009-07-13 15:53:14.035492 r1
605,work begin 2009-07-13 15:53:14.035492 r1,work begin 2009-07-13 17:20:20.028096 r1
606,work begin 2009-07-13 17:20:20.028096 r1,work begin 2009-07-13 18:09:59.023653 r1
607,work begin 2009-07-13 18:09:59.023653 r1,work begin 2009-07-13 18:17:08.090304 r1
608,work begin 2009-07-13 18:17:08.090304 r1,work begin 2009-07-13 18:40:13.091214 r1
609,work begin 2009-07-13 18:40:13.091214 r1,work begin 2009-07-13 20:12:04.089363 r1
610,work begin 2009-07-13 20:12:04.089363 r1,work begin 2009-07-13 22:44:14.085778 r1
611,work begin 2009-07-13 22:44:14.085778 r1,sleep begin 2009-07-13 23:14:58.020748 r1
612,sleep begin 2009-07-13 23:14:58.020748 r1,wakeup begin 2009-07-14 06:45:47.004631 r1
613,wakeup begin 2009-07-14 06:45:47.004631 r1,shower begin 2009-07-14 06:54:18.000914 r1
614,shower begin 2009-07-14 06:54:18.000914 r1,work begin 2009-07-14 07:49:49.088653 r1
615,work begin 2009-07-14 07:49:49.088653 r1,work begin 2009-07-14 08:07:13.088122 r1
616,work begin 2009-07-14 08:07:13.088122 r1,work begin 2009-07-14 12:36:01.083104 r1
617,work begin 2009-07-14 12:36:01.083104 r1,work begin 2009-07-14 13:28:50.045281 r1
618,work begin 2009-07-14 13:28:50.045281 r1,work begin 2009-07-14 16:03:55.007922 r1
619,work begin 2009-07-14 16:03:55.007922 r1,work begin 2009-07-14 17:15:52.070409 r1
620,work begin 2009-07-14 17:15:52.070409 r1,work begin 2009-07-14 19:11:16.022687 r1
621,work begin 2009-07-14 19:11:16.022687 r1,work begin 2009-07-14 19:32:28.008353 r1
622,work begin 2009-07-14 19:32:28.008353 r1,work begin 2009-07-14 23:00:38.084448 r1
623,work begin 2009-07-14 23:00:38.084448 r1,sleep begin 2009-07-14 23:44:59.043209 r1
624,sleep begin 2009-07-14 23:44:59.043209 r1,wakeup begin 2009-07-15 07:25:50.004408 r1
625,wakeup begin 2009-07-15 07:25:50.004408 r1,shower begin 2009-07-15 07:31:27.039931 r1
626,shower begin 2009-07-15 07:31:27.039931 r1,work begin 2009-07-15 07:55:48.005499 r1
627,work begin 2009-07-15 07:55:48.005499 r1,work begin 2009-07-15 12:22:13.035243 r1
628,work begin 2009-07-15 12:22:13.035243 r1,sleep begin 2009-07-15 12:36:50.011907 r1
629,sleep begin 2009-07-15 12:36:50.011907 r1,wakeup begin 2009-07-15 15:08:30.059686 r1
630,wakeup begin 2009-07-15 15:08:30.059686 r1,work begin 2009-07-15 15:09:09.009681 r1
631,work begin 2009-07-15 15:09:09.009681 r1,work begin 2009-07-15 15:16:52.013153 r1
632,work begin 2009-07-15 15:16:52.013153 r1,work begin 2009-07-15 15:34:26.015253 r1
633,work begin 2009-07-15 15:34:26.015253 r1,work begin 2009-07-15 17:02:10.089237 r1
634,work begin 2009-07-15 17:02:10.089237 r1,work begin 2009-07-15 20:09:21.006834 r1
635,work begin 2009-07-15 20:09:21.006834 r1,work begin 2009-07-15 23:35:28.091777 r1
636,work begin 2009-07-15 23:35:28.091777 r1,sleep begin 2009-07-16 00:47:48.013911 r1
637,sleep begin 2009-07-16 00:47:48.013911 r1,wakeup begin 2009-07-16 08:40:33.088406 r1
638,wakeup begin 2009-07-16 08:40:33.088406 r1,shower begin 2009-07-16 08:51:18.066884 r1
639,shower begin 2009-07-16 08:51:18.066884 r1,work begin 2009-07-16 09:12:30.019321 r1
640,work begin 2009-07-16 09:12:30.019321 r1,work begin 2009-07-16 09:59:32.058307 r1
641,work begin 2009-07-16 09:59:32.058307 r1,work begin 2009-07-16 10:35:18.098082 r1
642,work begin 2009-07-16 10:35:18.098082 r1,work begin 2009-07-16 11:52:54.042269 r1
643,work begin 2009-07-16 11:52:54.042269 r1,work begin 2009-07-16 14:31:45.043167 r1
644,work begin 2009-07-16 14:31:45.043167 r1,work begin 2009-07-16 14:46:19.096122 r1
645,work begin 2009-07-16 14:46:19.096122 r1,work begin 2009-07-16 15:02:27.075403 r1
646,work begin 2009-07-16 15:02:27.075403 r1,work begin 2009-07-16 17:06:23.016752 r1
647,work begin 2009-07-16 17:06:23.016752 r1,work begin 2009-07-16 18:13:33.017995 r1
648,work begin 2009-07-16 18:13:33.017995 r1,work begin 2009-07-16 19:15:39.020002 r1
649,work begin 2009-07-16 19:15:39.020002 r1,work begin 2009-07-16 20:23:35.068745 r1
650,work begin 2009-07-16 20:23:35.068745 r1,work begin 2009-07-16 20:56:08.070858 r1
651,work begin 2009-07-16 20:56:08.070858 r1,work begin 2009-07-16 22:30:30.028776 r1
652,work begin 2009-07-16 22:30:30.028776 r1,work begin 2009-07-16 22:56:02.014659 r1
653,work begin 2009-07-16 22:56:02.014659 r1,sleep begin 2009-07-17 00:40:29.088077 r1
654,sleep begin 2009-07-17 00:40:29.088077 r1,wakeup begin 2009-07-17 05:32:34.003697 r1
655,wakeup begin 2009-07-17 05:32:34.003697 r1,sleep begin 2009-07-17 05:38:02.078394 r1
656,sleep begin 2009-07-17 05:38:02.078394 r1,wakeup begin 2009-07-17 06:37:32.022515 r1
657,wakeup begin 2009-07-17 06:37:32.022515 r1,shower begin 2009-07-17 06:58:28.079384 r1
658,shower begin 2009-07-17 06:58:28.079384 r1,work begin 2009-07-17 07:29:11.009796 r1
659,work begin 2009-07-17 07:29:11.009796 r1,work begin 2009-07-17 08:06:37.046697 r1
660,work begin 2009-07-17 08:06:37.046697 r1,sleep begin 2009-07-17 12:19:51.004911 r1
661,sleep begin 2009-07-17 12:19:51.004911 r1,wakeup begin 2009-07-17 14:45:31.004733 r1
662,wakeup begin 2009-07-17 14:45:31.004733 r1,work begin 2009-07-17 14:54:09.091594 r1
663,work begin 2009-07-17 14:54:09.091594 r1,work begin 2009-07-17 15:24:10.040382 r1
664,work begin 2009-07-17 15:24:10.040382 r1,work begin 2009-07-17 17:09:20.036043 r1
665,work begin 2009-07-17 17:09:20.036043 r1,work begin 2009-07-17 18:10:28.024881 r1
666,work begin 2009-07-17 18:10:28.024881 r1,work begin 2009-07-17 18:15:18.097816 r1
667,work begin 2009-07-17 18:15:18.097816 r1,work begin 2009-07-19 18:36:26.084228 r1
668,work begin 2009-07-19 18:36:26.084228 r1,work begin 2009-07-19 18:55:39.077646 r1
669,work begin 2009-07-19 18:55:39.077646 r1,work begin 2009-07-19 19:13:35.061524 r1
670,work begin 2009-07-19 19:13:35.061524 r1,work begin 2009-07-19 19:40:35.041552 r1
671,work begin 2009-07-19 19:40:35.041552 r1,work begin 2009-07-19 21:31:59.099293 r1
672,work begin 2009-07-19 21:31:59.099293 r1,work begin 2009-07-19 22:29:37.027882 r1
673,work begin 2009-07-19 22:29:37.027882 r1,work begin 2009-07-19 23:00:54.082452 r1
674,work begin 2009-07-19 23:00:54.082452 r1,sleep begin 2009-07-20 00:34:51.075509 r1
675,sleep begin 2009-07-20 00:34:51.075509 r1,wakeup begin 2009-07-20 06:43:21.063305 r1
676,wakeup begin 2009-07-20 06:43:21.063305 r1,shower begin 2009-07-20 06:54:07.037258 r1
677,shower begin 2009-07-20 06:54:07.037258 r1,work begin 2009-07-20 07:12:02.003863 r1
678,work begin 2009-07-20 07:12:02.003863 r1,work begin 2009-07-20 07:43:46.036231 r1
679,work begin 2009-07-20 07:43:46.036231 r1,work begin 2009-07-20 08:18:19.051796 r1
680,work begin 2009-07-20 08:18:19.051796 r1,work begin 2009-07-20 17:22:24.051047 r1
681,work begin 2009-07-20 17:22:24.051047 r1,work begin 2009-07-20 17:27:41.058947 r1
682,work begin 2009-07-20 17:27:41.058947 r1,work begin 2009-07-20 18:27:47.086486 r1
683,work begin 2009-07-20 18:27:47.086486 r1,work begin 2009-07-20 23:18:10.009331 r1
684,work begin 2009-07-20 23:18:10.009331 r1,sleep begin 2009-07-21 00:05:48.018988 r1
685,sleep begin 2009-07-21 00:05:48.018988 r1,wakeup begin 2009-07-21 07:34:35.021617 r1
686,wakeup begin 2009-07-21 07:34:35.021617 r1,shower begin 2009-07-21 07:42:10.004352 r1
687,shower begin 2009-07-21 07:42:10.004352 r1,work begin 2009-07-21 07:57:54.008334 r1
688,work begin 2009-07-21 07:57:54.008334 r1,work begin 2009-07-21 12:20:39.015089 r1
689,work begin 2009-07-21 12:20:39.015089 r1,work begin 2009-07-21 13:56:42.034427 r1
690,work begin 2009-07-21 13:56:42.034427 r1,work begin 2009-07-21 16:51:29.031819 r1
691,work begin 2009-07-21 16:51:29.031819 r1,work begin 2009-07-21 17:07:07.051533 r1
692,work begin 2009-07-21 17:07:07.051533 r1,work begin 2009-07-21 20:01:54.083515 r1
693,work begin 2009-07-21 20:01:54.083515 r1,work begin 2009-07-21 20:25:31.088511 r1
694,work begin 2009-07-21 20:25:31.088511 r1,work begin 2009-07-22 00:36:03.076116 r1
695,work begin 2009-07-22 00:36:03.076116 r1,sleep begin 2009-07-22 01:07:49.057349 r1
696,sleep begin 2009-07-22 01:07:49.057349 r1,wakeup begin 2009-07-22 06:30:41.003369 r1
697,wakeup begin 2009-07-22 06:30:41.003369 r1,shower begin 2009-07-22 06:45:02.006858 r1
698,shower begin 2009-07-22 06:45:02.006858 r1,work begin 2009-07-22 07:04:11.009484 r1
699,work begin 2009-07-22 07:04:11.009484 r1,work begin 2009-07-22 07:38:53.054746 r1
700,work begin 2009-07-22 07:38:53.054746 r1,work begin 2009-07-22 08:07:43.082716 r1
701,work begin 2009-07-22 08:07:43.082716 r1,work begin 2009-07-22 17:24:57.023457 r1
702,work begin 2009-07-22 17:24:57.023457 r1,work begin 2009-07-22 17:30:10.027438 r1
703,work begin 2009-07-22 17:30:10.027438 r1,sleep begin 2009-07-22 18:00:27.009192 r1
704,sleep begin 2009-07-22 18:00:27.009192 r1,wakeup begin 2009-07-22 19:25:35.041953 r1
705,wakeup begin 2009-07-22 19:25:35.041953 r1,work begin 2009-07-22 19:43:16.041189 r1
706,work begin 2009-07-22 19:43:16.041189 r1,work begin 2009-07-22 21:14:59.036598 r1
707,work begin 2009-07-22 21:14:59.036598 r1,work begin 2009-07-22 22:01:52.064265 r1
708,work begin 2009-07-22 22:01:52.064265 r1,work begin 2009-07-22 22:22:19.090729 r1
709,work begin 2009-07-22 22:22:19.090729 r1,sleep begin 2009-07-22 23:18:29.007565 r1
710,sleep begin 2009-07-22 23:18:29.007565 r1,wakeup begin 2009-07-23 07:53:45.056424 r1
711,wakeup begin 2009-07-23 07:53:45.056424 r1,shower begin 2009-07-23 08:01:44.006806 r1
712,shower begin 2009-07-23 08:01:44.006806 r1,work begin 2009-07-23 08:19:29.056747 r1
713,work begin 2009-07-23 08:19:29.056747 r1,work begin 2009-07-23 09:33:18.009209 r1
714,work begin 2009-07-23 09:33:18.009209 r1,work begin 2009-07-23 09:54:34.027792 r1
715,work begin 2009-07-23 09:54:34.027792 r1,work begin 2009-07-23 11:45:39.046355 r1
716,work begin 2009-07-23 11:45:39.046355 r1,work begin 2009-07-23 12:32:30.065778 r1
717,work begin 2009-07-23 12:32:30.065778 r1,work begin 2009-07-23 13:06:20.052121 r1
718,work begin 2009-07-23 13:06:20.052121 r1,work begin 2009-07-23 13:44:09.005438 r1
719,work begin 2009-07-23 13:44:09.005438 r1,work begin 2009-07-23 14:04:30.093773 r1
720,work begin 2009-07-23 14:04:30.093773 r1,work begin 2009-07-23 14:23:43.086137 r1
721,work begin 2009-07-23 14:23:43.086137 r1,work begin 2009-07-23 17:03:19.075796 r1
722,work begin 2009-07-23 17:03:19.075796 r1,work begin 2009-07-23 21:04:44.048165 r1
723,work begin 2009-07-23 21:04:44.048165 r1,work begin 2009-07-23 21:44:32.096658 r1
724,work begin 2009-07-23 21:44:32.096658 r1,sleep begin 2009-07-24 01:12:24.031792 r1
725,sleep begin 2009-07-24 01:12:24.031792 r1,wakeup begin 2009-07-24 07:13:20.025217 r1
726,wakeup begin 2009-07-24 07:13:20.025217 r1,shower begin 2009-07-24 07:30:34.020766 r1
727,shower begin 2009-07-24 07:30:34.020766 r1,work begin 2009-07-24 07:42:15.006328 r1
728,work begin 2009-07-24 07:42:15.006328 r1,work begin 2009-07-24 08:01:13.047511 r1
729,work begin 2009-07-24 08:01:13.047511 r1,sleep begin 2009-07-24 12:45:25.053087 r1
730,sleep begin 2009-07-24 12:45:25.053087 r1,wakeup begin 2009-07-24 14:28:20.016094 r1
731,wakeup begin 2009-07-24 14:28:20.016094 r1,work begin 2009-07-24 14:30:58.091974 r1
732,work begin 2009-07-24 14:30:58.091974 r1,work begin 2009-07-24 14:43:02.075543 r1
733,work begin 2009-07-24 14:43:02.075543 r1,work begin 2009-07-24 16:10:02.004366 r1
734,work begin 2009-07-24 16:10:02.004366 r1,work begin 2009-07-24 16:40:51.045124 r1
735,work begin 2009-07-24 16:40:51.045124 r1,work begin 2009-07-24 17:16:50.004206 r1
736,work begin 2009-07-24 17:16:50.004206 r1,work begin 2009-07-24 17:57:01.008872 r1
737,work begin 2009-07-24 17:57:01.008872 r1,work begin 2009-07-24 18:05:13.042145 r1
738,work begin 2009-07-24 18:05:13.042145 r1,work begin 2009-07-26 22:50:28.015921 r1
739,work begin 2009-07-26 22:50:28.015921 r1,sleep begin 2009-07-27 00:36:19.063862 r1
740,sleep begin 2009-07-27 00:36:19.063862 r1,wakeup begin 2009-07-27 08:01:11.040543 r1
741,wakeup begin 2009-07-27 08:01:11.040543 r1,shower begin 2009-07-27 08:04:51.032771 r1
742,shower begin 2009-07-27 08:04:51.032771 r1,work begin 2009-07-27 08:31:11.087792 r1
743,work begin 2009-07-27 08:31:11.087792 r1,work begin 2009-07-27 08:52:03.096714 r1
744,work begin 2009-07-27 08:52:03.096714 r1,work begin 2009-07-27 08:54:34.031608 r1
745,work begin 2009-07-27 08:54:34.031608 r1,work begin 2009-07-27 10:01:23.015034 r1
746,work begin 2009-07-27 10:01:23.015034 r1,work begin 2009-07-27 10:17:16.050071 r1
747,work begin 2009-07-27 10:17:16.050071 r1,work begin 2009-07-27 10:22:50.025414 r1
748,work begin 2009-07-27 10:22:50.025414 r1,work begin 2009-07-27 10:38:34.059418 r1
749,work begin 2009-07-27 10:38:34.059418 r1,work begin 2009-07-27 11:30:01.044967 r1
750,work begin 2009-07-27 11:30:01.044967 r1,work begin 2009-07-27 14:25:56.083238 r1
751,work begin 2009-07-27 14:25:56.083238 r1,work begin 2009-07-27 14:32:32.069098 r1
752,work begin 2009-07-27 14:32:32.069098 r1,work begin 2009-07-27 16:25:21.075719 r1
753,work begin 2009-07-27 16:25:21.075719 r1,work begin 2009-07-27 17:21:23.069197 r1
754,work begin 2009-07-27 17:21:23.069197 r1,sleep begin 2009-07-27 17:26:57.043804 r1
755,sleep begin 2009-07-27 17:26:57.043804 r1,work begin 2009-07-27 22:19:50.089748 r1
756,work begin 2009-07-27 22:19:50.089748 r1,sleep begin 2009-07-27 23:38:46.021775 r1
757,sleep begin 2009-07-27 23:38:46.021775 r1,wakeup begin 2009-07-28 06:37:06.075485 r1
758,wakeup begin 2009-07-28 06:37:06.075485 r1,shower begin 2009-07-28 06:40:48.082813 r1
759,shower begin 2009-07-28 06:40:48.082813 r1,work begin 2009-07-28 07:24:26.084042 r1
760,work begin 2009-07-28 07:24:26.084042 r1,work begin 2009-07-28 12:47:28.048038 r1
761,work begin 2009-07-28 12:47:28.048038 r1,work begin 2009-07-28 15:38:46.017483 r1
762,work begin 2009-07-28 15:38:46.017483 r1,work begin 2009-07-28 17:37:22.071645 r1
763,work begin 2009-07-28 17:37:22.071645 r1,work begin 2009-07-28 18:20:59.056332 r1
764,work begin 2009-07-28 18:20:59.056332 r1,work begin 2009-07-28 22:29:41.052976 r1
765,work begin 2009-07-28 22:29:41.052976 r1,sleep begin 2009-07-28 23:45:15.046249 r1
766,sleep begin 2009-07-28 23:45:15.046249 r1,wakeup begin 2009-07-29 06:30:57.020611 r1
767,wakeup begin 2009-07-29 06:30:57.020611 r1,shower begin 2009-07-29 06:41:11.088944 r1
768,shower begin 2009-07-29 06:41:11.088944 r1,work begin 2009-07-29 07:10:52.078506 r1
769,work begin 2009-07-29 07:10:52.078506 r1,work begin 2009-07-29 07:33:18.032924 r1
770,work begin 2009-07-29 07:33:18.032924 r1,work begin 2009-07-29 08:12:02.034897 r1
771,work begin 2009-07-29 08:12:02.034897 r1,work begin 2009-07-29 08:18:43.025205 r1
772,work begin 2009-07-29 08:18:43.025205 r1,work begin 2009-07-29 17:34:36.052685 r1
773,work begin 2009-07-29 17:34:36.052685 r1,work begin 2009-07-29 17:59:33.050161 r1
774,work begin 2009-07-29 17:59:33.050161 r1,work begin 2009-07-29 18:15:56.011121 r1
775,work begin 2009-07-29 18:15:56.011121 r1,work begin 2009-07-29 20:17:17.054717 r1
776,work begin 2009-07-29 20:17:17.054717 r1,work begin 2009-07-29 22:40:51.068476 r1
777,work begin 2009-07-29 22:40:51.068476 r1,sleep begin 2009-07-30 00:51:24.055553 r1
778,sleep begin 2009-07-30 00:51:24.055553 r1,wakeup begin 2009-07-30 06:36:53.012921 r1
779,wakeup begin 2009-07-30 06:36:53.012921 r1,shower begin 2009-07-30 06:42:36.024869 r1
780,shower begin 2009-07-30 06:42:36.024869 r1,work begin 2009-07-30 07:26:40.074924 r1
781,work begin 2009-07-30 07:26:40.074924 r1,work begin 2009-07-30 08:04:45.006491 r1
782,work begin 2009-07-30 08:04:45.006491 r1,work begin 2009-07-30 17:13:00.095865 r1
783,work begin 2009-07-30 17:13:00.095865 r1,work begin 2009-07-30 17:20:32.003503 r1
784,work begin 2009-07-30 17:20:32.003503 r1,work begin 2009-07-30 17:50:23.096445 r1
785,work begin 2009-07-30 17:50:23.096445 r1,work begin 2009-07-30 18:19:37.039597 r1
786,work begin 2009-07-30 18:19:37.039597 r1,work begin 2009-07-30 18:48:39.016872 r1
787,work begin 2009-07-30 18:48:39.016872 r1,work begin 2009-07-30 18:56:43.047492 r1
788,work begin 2009-07-30 18:56:43.047492 r1,work begin 2009-07-30 19:31:10.010509 r1
789,work begin 2009-07-30 19:31:10.010509 r1,work begin 2009-07-30 20:01:51.055853 r1
790,work begin 2009-07-30 20:01:51.055853 r1,work begin 2009-07-30 20:46:53.007653 r1
791,work begin 2009-07-30 20:46:53.007653 r1,work begin 2009-07-30 21:03:22.049732 r1
792,work begin 2009-07-30 21:03:22.049732 r1,work begin 2009-07-30 21:14:42.011778 r1
793,work begin 2009-07-30 21:14:42.011778 r1,work begin 2009-07-30 22:19:55.028838 r1
794,work begin 2009-07-30 22:19:55.028838 r1,work begin 2009-07-30 23:48:03.085671 r1
795,work begin 2009-07-30 23:48:03.085671 r1,sleep begin 2009-07-30 23:54:18.024228 r1
796,sleep begin 2009-07-30 23:54:18.024228 r1,wakeup begin 2009-07-31 06:24:52.070976 r1
797,wakeup begin 2009-07-31 06:24:52.070976 r1,shower begin 2009-07-31 06:38:30.085981 r1
798,shower begin 2009-07-31 06:38:30.085981 r1,work begin 2009-07-31 08:00:23.046562 r1
799,work begin 2009-07-31 08:00:23.046562 r1,wandering_in_room begin 2009-08-24 00:00:19.034964 r1
800,wandering_in_room begin 2009-08-24 00:00:19.034964 r1,sleep begin 2009-08-24 00:04:38.039369 r1
801,sleep begin 2009-08-24 00:04:38.039369 r1,wandering_in_room begin 2009-08-24 00:05:23.013091 r1
802,wandering_in_room begin 2009-08-24 00:05:23.013091 r1,sleep begin 2009-08-24 00:08:31.034365 r1
803,sleep begin 2009-08-24 00:08:31.034365 r1,sleep begin 2009-08-24 00:15:47.003067 r1
804,sleep begin 2009-08-24 00:15:47.003067 r1,wandering_in_room begin 2009-08-24 00:16:29.091377 r1
805,wandering_in_room begin 2009-08-24 00:16:29.091377 r1,sleep begin 2009-08-24 00:23:53.036405 r1
806,sleep begin 2009-08-24 00:23:53.036405 r1,bed_toilet_transition begin 2009-08-24 00:27:30.017396 r1
807,bed_toilet_transition begin 2009-08-24 00:27:30.017396 r1,sleep begin 2009-08-24 00:29:27.062638 r1
808,sleep begin 2009-08-24 00:29:27.062638 r1,sleep begin 2009-08-24 04:29:49.068014 r1
809,sleep begin 2009-08-24 04:29:49.068014 r1,personal_hygiene begin 2009-08-24 06:32:46.056996 r1
810,personal_hygiene begin 2009-08-24 06:32:46.056996 r1,bathing begin 2009-08-24 06:38:22.051039 r1
811,bathing begin 2009-08-24 06:38:22.051039 r1,personal_hygiene begin 2009-08-24 06:51:04.017432 r1
812,personal_hygiene begin 2009-08-24 06:51:04.017432 r1,personal_hygiene begin 2009-08-24 06:55:56.043286 r1
813,personal_hygiene begin 2009-08-24 06:55:56.043286 r1,work begin 2009-08-24 07:03:38.052199 r1
814,work begin 2009-08-24 07:03:38.052199 r1,meal_preparation begin 2009-08-24 07:07:05.048491 r1
815,meal_preparation begin 2009-08-24 07:07:05.048491 r1,leave_home begin 2009-08-24 07:08:48.065463 r1
816,leave_home begin 2009-08-24 07:08:48.065463 r1,enter_home begin 2009-08-24 23:05:02.008357 r1
817,enter_home begin 2009-08-24 23:05:02.008357 r1,work begin 2009-08-24 23:30:20.062388 r1
818,work begin 2009-08-24 23:30:20.062388 r1,work begin 2009-08-24 23:45:32.098623 r1
819,work begin 2009-08-24 23:45:32.098623 r1,sleep begin 2009-08-24 23:46:35.093042 r1
820,sleep begin 2009-08-24 23:46:35.093042 r1,work begin 2009-08-25 00:38:03.092332 r1
821,work begin 2009-08-25 00:38:03.092332 r1,wandering_in_room begin 2009-08-25 00:39:44.081388 r1
822,wandering_in_room begin 2009-08-25 00:39:44.081388 r1,sleep begin 2009-08-25 00:41:42.072368 r1
823,sleep begin 2009-08-25 00:41:42.072368 r1,personal_hygiene begin 2009-08-25 08:26:46.067161 r1
824,personal_hygiene begin 2009-08-25 08:26:46.067161 r1,personal_hygiene begin 2009-08-25 08:33:11.003456 r1
825,personal_hygiene begin 2009-08-25 08:33:11.003456 r1,work begin 2009-08-25 08:34:26.099093 r1
826,work begin 2009-08-25 08:34:26.099093 r1,sleep begin 2009-08-25 08:35:18.021273 r1
827,sleep begin 2009-08-25 08:35:18.021273 r1,sleep begin 2009-08-25 08:37:05.014347 r1
828,sleep begin 2009-08-25 08:37:05.014347 r1,meal_preparation begin 2009-08-25 08:39:48.068912 r1
829,meal_preparation begin 2009-08-25 08:39:48.068912 r1,leave_home begin 2009-08-25 08:42:06.026978 r1
830,leave_home begin 2009-08-25 08:42:06.026978 r1,personal_hygiene begin 2009-08-25 23:00:29.052246 r1
831,personal_hygiene begin 2009-08-25 23:00:29.052246 r1,work begin 2009-08-25 23:03:24.026451 r1
832,work begin 2009-08-25 23:03:24.026451 r1,personal_hygiene begin 2009-08-25 23:11:13.044307 r1
833,personal_hygiene begin 2009-08-25 23:11:13.044307 r1,work begin 2009-08-25 23:12:56.042322 r1
834,work begin 2009-08-25 23:12:56.042322 r1,work begin 2009-08-26 00:26:47.036644 r1
835,work begin 2009-08-26 00:26:47.036644 r1,sleep begin 2009-08-26 00:49:22.079813 r1
